channelId,encounter_loc,user_country,videoId,enc_coords,user_coords
UCEtckLYWcFq5uMW1K2zyjLA,Africa,South Africa,eXC4vqnopX0,"(2.0991010665893555, 17.294214248657227)","(-29.00231170654297, 25.080324172973633)"
