channelId,encounter_loc,user_country,videoId,enc_coords,user_coords
UCqGc3ZMF079yv4PXVWDkBXQ,Kenya,United States,qVsLC8ls4fk,"(0.5370280146598816, 37.85677719116211)","(39.49591064453125, -98.98998260498047)"
