confidence,datetaken,latitude,longitude,owner,ownername,relevant,title,url,wild
96.42941355705261,2019-09-22T08:49:01.000Z,0.626713,37.690963,8712554@N02,davidecasteel,true,_DSC7788.jpg,https://live.staticflickr.com/65535/49008836181_dcd0c08c15_b.jpg,true
65.28857946395874,2019-08-26T08:55:25.000Z,-0.596534,30.993094,137129299@N07,Claudio e Lucia Images around the world,true,IMGP2854 Looking to me,https://live.staticflickr.com/65535/48736661396_5542502e08_b.jpg,true
86.12275719642639,2020-09-16 11:21:53,51.351038,-0.317448,35179344@N06,Elouise2009,true,Zebra,https://live.staticflickr.com/65535/50352917466_cb5c375dd4_b.jpg,false
95.4707384109497,2020-09-15 12:08:46,0,0,8491474@N05,dopol50,true,Zebra B/W,https://live.staticflickr.com/65535/50348493301_8a0caf11e8_b.jpg,false
87.58082389831543,2020-09-15 08:00:08,0,0,56952264@N06,josch1962,true,L1012153,https://live.staticflickr.com/65535/50347038448_1b1f5a5799_b.jpg,false
80.73561191558838,2020-09-12 14:51:50,0,0,182154321@N04,Pinguin Photo,true,DSC_0632,https://live.staticflickr.com/65535/50343096012_3337565da9_b.jpg,false
67.03511476516724,2020-09-12 14:51:52,0,0,182154321@N04,Pinguin Photo,true,DSC_0635,https://live.staticflickr.com/65535/50342254333_e4e170af0c_b.jpg,false
71.57694697380066,2020-09-12 14:51:58,0,0,182154321@N04,Pinguin Photo,true,DSC_0641,https://live.staticflickr.com/65535/50343095692_a5a0c1b30e_b.jpg,false
93.3709442615509,2020-09-13 15:31:16,0,0,44254340@N06,PeteMartin,true,Zebra.,https://live.staticflickr.com/65535/50342183071_656153cd9d_b.jpg,false
94.78231072425842,2020-09-04 11:49:37,0,0,58438371@N02,Eric de Redelijkheid,true,"Grevy's Zebra",https://live.staticflickr.com/65535/50333891232_0c6985738d_b.jpg,false
91.4179801940918,2020-08-19 14:51:07,53.604252,11.442883,92201052@N06,Nephentes Phinena ☮,true,"Ears 'n Stripes",https://live.staticflickr.com/65535/50331838392_17f0baf58c_b.jpg,false
95.44751048088074,2020-09-11 11:06:03,0,0,51533216@N07,Markus Aeschimann,true,Zoo Zürich - 11. September 2020,https://live.staticflickr.com/65535/50330913283_8480f0f89e_b.jpg,false
95.73586583137512,2020-09-11 11:08:16,0,0,51533216@N07,Markus Aeschimann,true,Zoo Zürich - 11. September 2020,https://live.staticflickr.com/65535/50331761622_2d65e2cf18_b.jpg,false
53.04945707321167,2020-09-11 11:10:21,0,0,51533216@N07,Markus Aeschimann,true,Zoo Zürich - 11. September 2020,https://live.staticflickr.com/65535/50330911698_9310a1f0f0_b.jpg,false
95.71070671081543,2020-09-08 14:10:07,0,0,51836494@N00,louisemarston,true,"Grévy's zebra",https://live.staticflickr.com/65535/50331054251_e44310e59b_b.jpg,false
87.0507299900055,2020-09-08 14:12:03,0,0,51836494@N00,louisemarston,true,"Grévy's zebra",https://live.staticflickr.com/65535/50330378498_2ac8799d01_b.jpg,false
81.4484715461731,2020-08-24 15:24:00,0,0,36436100@N07,chris d n whitehead,true,Zebra chester zoo,https://live.staticflickr.com/65535/50330751427_39608c552c_b.jpg,false
94.21759247779846,2020-09-07 09:39:09,0,0,66833533@N03,mark f2.9,true,By the Water hole,https://live.staticflickr.com/65535/50323175232_05d3b497b9_b.jpg,false
96.41374349594116,2020-09-07 09:36:16,0,0,66833533@N03,mark f2.9,true,Youngsters at Play,https://live.staticflickr.com/65535/50323175127_93caf1144a_b.jpg,false
89.27999138832092,2020-09-05 14:08:40,0,0,61062609@N00,kellyv,true,20200905-108A8633,https://live.staticflickr.com/65535/50320579963_c8a4054fb0_b.jpg,false
81.4465582370758,2020-09-05 14:08:14,0,0,61062609@N00,kellyv,true,20200905-108A8628,https://live.staticflickr.com/65535/50321252396_778ee98fd4_b.jpg,false
95.29871940612793,2020-09-07 15:05:53,51.844830,-0.548039,185509812@N07,ajbolton82,true,"Zebras, Whipsnade zoo",https://live.staticflickr.com/65535/50319581827_c586b6793e_b.jpg,false
95.75797319412231,2020-09-07 12:41:46,0,0,73346041@N02,snapperpeter,true,200907-Chester_Z00-0048,https://live.staticflickr.com/65535/50316796408_1fca40c72f_b.jpg,false
93.70379447937012,2020-09-06 11:03:15,0,0,95285827@N03,Tinsley 41A,true,Grevys Zebra,https://live.staticflickr.com/65535/50316936911_7a37716bd8_b.jpg,unknown
90.57711958885193,2020-09-07 05:17:56,0,0,129549091@N03,juliane.reiss,true,zebra,https://live.staticflickr.com/65535/50314994458_3596d36046_b.jpg,false
92.37319231033325,2020-07-22 09:05:46,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A0796,https://live.staticflickr.com/65535/50313679373_c43f34cf9b_b.jpg,false
85.58272123336792,2020-07-22 08:56:43,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A0741,https://live.staticflickr.com/65535/50314349391_1a0db60730_b.jpg,unknown
95.64146995544434,2020-07-22 09:01:19,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A0766,https://live.staticflickr.com/65535/50314526472_021d91d614_b.jpg,false
93.25591921806335,2020-07-22 08:56:16,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A0729,https://live.staticflickr.com/65535/50314347396_3c6e3b9f83_b.jpg,false
91.08505845069885,2020-07-22 08:53:09,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A0687,https://live.staticflickr.com/65535/50313675943_8f727565f1_b.jpg,false
