confidence,datetaken,latitude,longitude,owner,ownername,relevant,title,url,wild
87.78653145,2020-01-07T18:21:18.000Z,0,0,97817403@N07,http://phj.bookfoto.com/,TRUE,Girafe réticulée,https://live.staticflickr.com/65535/49421095782_b9e4c3da85_b.jpg,TRUE
74.86895919,2020-01-07T18:19:34.000Z,0,0,97817403@N07,http://phj.bookfoto.com/,TRUE,Girafe réticulée,https://live.staticflickr.com/65535/49421095592_557e601ebd_b.jpg,TRUE
60.16812325,2019-12-30T14:59:53.000Z,0,0,62548071@N02,Photos Vincent 2011 and beyond,TRUE,0G6A9470_DxO,https://live.staticflickr.com/65535/49332814553_b339748c75_b.jpg,FALSE
82.03437328,2019-06-11T05:06:02.000Z,0,0,158365943@N06,macdelou,TRUE,girafes-1082 43,https://live.staticflickr.com/65535/49137138508_36ffd71d6d_b.jpg,TRUE
63.77886534,2019-12-30T14:58:24.000Z,0,0,62548071@N02,Photos Vincent 2011 and beyond,TRUE,0G6A9467_DxO,https://live.staticflickr.com/65535/49333074287_bba88bc230_b.jpg,FALSE
80.73911071,2019-08-01T14:23:00.000Z,0,0,70884607@N06,rustinejean,TRUE,2088 COUPLES JUMEAUX,https://live.staticflickr.com/65535/48539314037_11e4089149_b.jpg,unknown
55.05239964,2019-09-07T13:33:28.000Z,47.249169,1.351144,164006851@N07,salvati.florent,TRUE,Girafe,https://live.staticflickr.com/65535/48723472366_b185178399_b.jpg,FALSE
88.63990903,2019-07-30T10:18:46.000Z,48.995839,8.400777,125057668@N02,Paul MOINE,TRUE,Girafe réticulée (Giraffa camelopardalis reticulata),https://live.staticflickr.com/65535/48495705777_e0d9624e83_b.jpg,FALSE
83.12307,2019-07-30T10:18:54.000Z,48.995839,8.400777,125057668@N02,Paul MOINE,TRUE,Girafe réticulée (Giraffa camelopardalis reticulata),https://live.staticflickr.com/65535/48495702172_ebc74d48c5_b.jpg,FALSE
88.0998075,2019-07-24T14:05:52.000Z,49.179777,0.312244,167761632@N02,Nicoleb62,TRUE,Les curieuses,https://live.staticflickr.com/65535/48461307651_36d2c6807e_b.jpg,FALSE
88.46864104,2019-06-06T02:46:57.000Z,0,0,158365943@N06,macdelou,TRUE,GIRAFE-4123,https://live.staticflickr.com/65535/48012362936_55824e59b7_b.jpg,TRUE
73.9793539,2019-06-07T03:00:20.000Z,0,0,158365943@N06,macdelou,TRUE,GIRAFE bw-4123,https://live.staticflickr.com/65535/48018030783_598eec9ed5_b.jpg,TRUE
