datetaken,latitude,longitude,owner,ownername,relevant,title,url,wild,confidence
2019-10-27T14:44:39.000Z,-28.072934,32.138144,57149943@N05,Jan Dunzweiler,TRUE,DSC07476_DxO,https://live.staticflickr.com/65535/50105966092_3c6ec4dcbe_b.jpg,TRUE,
2019-08-02T10:37:22.000Z,-3.169625,35.61563,21036459@N05,Daniel Kliza,TRUE,"Ngorongoro, Tanzania",https://live.staticflickr.com/65535/50104405396_46ed7fa90b_b.jpg,TRUE,
2019-07-30T14:19:28.000Z,-2.416275,34.796447,21036459@N05,Daniel Kliza,TRUE,"Serengeti, Tanzania",https://live.staticflickr.com/65535/50104628617_f7046ba255_b.jpg,TRUE,
2020-03-12T11:48:54.000Z,-3.167945,35.485952,90333474@N07,C&P_Pics,TRUE,111-_PGC4123-20200311,https://live.staticflickr.com/65535/50098120547_1bbc2a4d96_b.jpg,TRUE,
2020-03-12T11:47:30.000Z,-3.167128,35.484755,90333474@N07,C&P_Pics,TRUE,106-_CAC6207-20200312,https://live.staticflickr.com/65535/50097313613_4f0a765e95_b.jpg,TRUE,
2020-03-12T11:47:36.000Z,-3.167178,35.484863,90333474@N07,C&P_Pics,TRUE,107-_CAC6209-20200312,https://live.staticflickr.com/65535/50097313648_3dd369a3e1_b.jpg,TRUE,
2020-03-12T11:47:43.000Z,-3.16732,35.484975,90333474@N07,C&P_Pics,TRUE,105-_CAC6210-20200312,https://live.staticflickr.com/65535/50097313593_8fbd695354_b.jpg,TRUE,
2020-03-12T12:50:34.000Z,-3.174959,35.515908,90333474@N07,C&P_Pics,TRUE,154-_CAC6259-20200312,https://live.staticflickr.com/65535/50097886521_971d84890c_b.jpg,TRUE,
2020-03-12T12:49:41.000Z,-3.174962,35.515763,90333474@N07,C&P_Pics,TRUE,153-_PGC4178-20200311,https://live.staticflickr.com/65535/50097305983_cc2a6259be_b.jpg,TRUE,
2020-07-10T08:41:54.000Z,0,0,189240921@N05,akhardid9876,TRUE,grayscale-photo-of-zebra-1524628,https://live.staticflickr.com/65535/50097888082_740e0dde01_b.jpg,TRUE,
2020-07-04T00:00:00.000Z,-23.350579,31.526287,67856694@N02,leendert3,TRUE,Burchell's Zebra,https://live.staticflickr.com/65535/50092890406_59bd615482_b.jpg,TRUE,
2020-03-10T11:20:46.000Z,-3.405792,35.831986,90333474@N07,C&P_Pics,TRUE,80-PGC08850-20200310,https://live.staticflickr.com/65535/50090724563_c592256f9c_b.jpg,TRUE,
2020-03-10T11:10:55.000Z,-3.400492,35.821522,90333474@N07,C&P_Pics,TRUE,77-_CAC5513-20200310,https://live.staticflickr.com/65535/50091307251_9d4a4f4495_b.jpg,TRUE,
2020-03-10T10:51:06.000Z,-3.392659,35.823305,90333474@N07,C&P_Pics,TRUE,69-_PGC3527-20200309,https://live.staticflickr.com/65535/50091541832_303e1b2204_b.jpg,TRUE,
2020-03-10T10:51:29.000Z,-3.39265,35.823308,90333474@N07,C&P_Pics,TRUE,70-_PGC3531-20200309,https://live.staticflickr.com/65535/50091307131_1a98699c67_b.jpg,TRUE,
2020-03-10T10:23:44.000Z,-3.384398,35.82818,90333474@N07,C&P_Pics,TRUE,65-_PGC3502-20200309,https://live.staticflickr.com/65535/50090724323_00ebcc5018_b.jpg,TRUE,
2020-03-10T11:10:48.000Z,-3.4004,35.8213,90333474@N07,C&P_Pics,TRUE,76-_CAC5510-20200310,https://live.staticflickr.com/65535/50090723983_c4a69b1b3e_b.jpg,TRUE,
2020-03-10T10:31:33.000Z,-3.392456,35.823847,90333474@N07,C&P_Pics,TRUE,67-_PGC3513-20200309,https://live.staticflickr.com/65535/50091541367_22699b5ea0_b.jpg,TRUE,
2020-07-05T11:51:24.000Z,32.901497,-84.924005,57835821@N00,heytampa,TRUE,Wild Animal Safari Park,https://live.staticflickr.com/65535/50090907926_7b68850935_b.jpg,FALSE,
2020-03-12T12:52:55.000Z,-3.174253,35.517649,90333474@N07,C&P_Pics,TRUE,155-PGC00582-20200312,https://live.staticflickr.com/65535/50097886531_c454143a77_b.jpg,TRUE,
2020-03-12T12:52:57.000Z,-3.174248,35.517675,90333474@N07,C&P_Pics,TRUE,156-PGC00584-20200312,https://live.staticflickr.com/65535/50097885731_3298823aa5_b.jpg,TRUE,
2020-03-12T12:31:03.000Z,-3.175192,35.499108,90333474@N07,C&P_Pics,TRUE,142-PGC00536-20200312,https://live.staticflickr.com/65535/50098111802_ea52b7fe8d_b.jpg,TRUE,
2020-03-12T16:14:24.000Z,0,0,90333474@N07,C&P_Pics,TRUE,262-_CAC6443-20200312,https://live.staticflickr.com/65535/50097876036_e1d5c55ae9_b.jpg,TRUE,
2020-03-12T16:13:33.000Z,0,0,90333474@N07,C&P_Pics,TRUE,259-_CAC6438-20200312,https://live.staticflickr.com/65535/50097875981_9814903922_b.jpg,TRUE,
2020-03-12T16:14:16.000Z,0,0,90333474@N07,C&P_Pics,TRUE,261-_PGC4281-20200311,https://live.staticflickr.com/65535/50097296268_84e001ce0e_b.jpg,TRUE,
2020-03-12T16:13:32.000Z,0,0,90333474@N07,C&P_Pics,TRUE,258-_CAC6437-20200312,https://live.staticflickr.com/65535/50097296263_a3cb8c1209_b.jpg,TRUE,
2020-03-12T16:03:00.000Z,0,0,90333474@N07,C&P_Pics,TRUE,249-CAC00019-20200312,https://live.staticflickr.com/65535/50097295933_249292ac8c_b.jpg,TRUE,
