,datetaken,encounter_latitude,encounter_longitude,owner,ownername,relevant,title,url,wild,confidence,user_location_name,user_coordinates,user_latitude,user_longitude,encounter_coordinates,residing_mongodb_collection,num_encounters_at_coords
10,2020-08-12T11:17:58.000Z,,,8563910@N08,C E Andersen,True,,https://live.staticflickr.com/65535/50261265091_c81bae133a_b.jpg,FALSE,,"Livonia, MI","(42.39506530761719, -83.36949920654297)",42.39506530761719,-83.36949920654297,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
11,2020-08-21T10:29:03.000Z,,,183172956@N07,wandern - hiking,True,Netzgiraffe (Zoo Zürich),https://live.staticflickr.com/65535/50269803948_989d53c26b_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
12,2020-08-23T14:50:20.000Z,,,23661161@N02,Mark Dumont,True,G08A9964.jpg,https://live.staticflickr.com/65535/50268555443_278528deae_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
13,2020-08-23T14:49:40.000Z,,,23661161@N02,Mark Dumont,True,G08A9956.jpg,https://live.staticflickr.com/65535/50269395807_33783229ca_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
14,2020-08-12T11:14:27.000Z,,,8563910@N08,C E Andersen,True,,https://live.staticflickr.com/65535/50261456007_d643b7b8cd_b.jpg,FALSE,,"Livonia, MI","(42.39506530761719, -83.36949920654297)",42.39506530761719,-83.36949920654297,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
15,2020-08-16T21:32:30.000Z,,,28407894@N08,arterial spray,True,8.16.20,https://live.staticflickr.com/65535/50255759573_d4ef0bcecf_b.jpg,FALSE,,San Francisco,"(37.78007888793945, -122.42015838623047)",37.78007888793945,-122.42015838623047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
16,2020-08-16T21:35:13.000Z,,,28407894@N08,arterial spray,True,8.16.20,https://live.staticflickr.com/65535/50256602687_d3bfd0165e_b.jpg,FALSE,,San Francisco,"(37.78007888793945, -122.42015838623047)",37.78007888793945,-122.42015838623047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
17,2020-08-09T11:55:45.000Z,,,82134796@N03,denisbin,True,Monarto safari park zoo South Australia. Curious Giraffe.,https://live.staticflickr.com/65535/50252517353_c698ee1619_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
18,2020-08-21T11:41:23.000Z,,,132868561@N05,Richard__K,True,YWP-28,https://live.staticflickr.com/65535/50252596256_f6f528d6eb_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
19,2020-08-01T16:14:50.000Z,,,187224050@N08,T.M.S Photography,True,Nzuri Female Giraffe,https://live.staticflickr.com/65535/50245210597_6b9364ddb9_b.jpg,FALSE,,Essex,"(51.8101692199707, 0.5665860176086426)",51.8101692199707,0.5665860176086426,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
20,2020-08-16T10:12:56.000Z,,,154760147@N03,tonyplowman,True,Giraffe,https://live.staticflickr.com/65535/50236589733_273d14ba0d_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
21,2020-08-01T09:20:55.000Z,,,132269389@N07,kimgoodwin614,True,Giraffes Explored at the Philadelphia Zoo,https://live.staticflickr.com/65535/50216631096_214eb90045_b.jpg,FALSE,,US,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
22,2020-08-11T18:14:35.000Z,,,136826721@N08,adamcohen22385,True,Safari Giraffe 3 2020-08-11,https://live.staticflickr.com/65535/50216044738_a8974ff18f_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
23,2020-08-11T18:12:35.000Z,,,136826721@N08,adamcohen22385,True,Safari Giraffe 5 2020-08-11,https://live.staticflickr.com/65535/50216696536_3bd9da4349_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
24,2020-07-29T01:37:11.000Z,,,124747017@N08,Knipser85,True,,https://live.staticflickr.com/65535/50167232416_6dbbbea056_b.jpg,FALSE,,"Siegen, Deutschland","(50.87379837036133, 8.023406982421875)",50.87379837036133,8.023406982421875,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
25,2020-07-26T09:18:17.000Z,,,87728632@N07,Liger 77,True,Giraffe,https://live.staticflickr.com/65535/50166298407_c910f6be62_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
26,2020-07-23T10:50:10.000Z,,,38866746@N07,ak82984,True,Giraffes,https://live.staticflickr.com/65535/50151081568_39a0336fe4_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
27,2020-07-23T09:40:19.000Z,,,38866746@N07,ak82984,True,Giraffe,https://live.staticflickr.com/65535/50151739602_efc2cd4433_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
28,2020-07-23T09:40:28.000Z,,,38866746@N07,ak82984,True,Giraffe,https://live.staticflickr.com/65535/50150952568_1297b2c56c_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
29,2020-07-23T09:40:37.000Z,,,38866746@N07,ak82984,True,Giraffe,https://live.staticflickr.com/65535/50150951323_db3b655ff0_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
30,2020-07-20T14:57:40.000Z,,,130108144@N07,jonathan d reid,True,Yorkshire Zoo 20th July 2020,https://live.staticflickr.com/65535/50137545738_1d3613d6a9_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
31,2020-07-18T13:44:07.000Z,,,160762536@N06,ianmerrill4,True,412A0666,https://live.staticflickr.com/65535/50134885761_f87594693d_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
32,2020-07-18T13:44:37.000Z,,,160762536@N06,ianmerrill4,True,412A0669,https://live.staticflickr.com/65535/50134335993_ee50b39d60_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
33,2020-07-18T13:57:26.000Z,,,189017482@N05,joethornley39,True,young giraffe at ZSL Whipsnade2,https://live.staticflickr.com/65535/50129707131_a67cf96ae6_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
34,2020-06-13T09:01:09.000Z,,,84152923@N08,MrTDiddy,True,Giraf - Giraffa camelopardalis - Giraffe,https://live.staticflickr.com/65535/50129239772_f684ba2560_b.jpg,FALSE,,Belgium,"(50.64095687866211, 4.661285877227783)",50.64095687866211,4.661285877227783,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
