,datetaken,encounter_latitude,encounter_longitude,owner,ownername,relevant,title,url,wild,confidence,user_location_name,user_coordinates,user_latitude,user_longitude,geometry,encounter_coordinates,num_encounters_at_coords,residing_mongodb_collection
103,2019-08-07T10:38:55.000Z,,,22192074@N05,Plutonian Mac,True,MICR7340,https://live.staticflickr.com/65535/49003854451_6463625948_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
104,2019-08-07T10:38:57.000Z,,,22192074@N05,Plutonian Mac,True,MICR7341,https://live.staticflickr.com/65535/49004058917_9741b41ab5_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
105,2019-08-07T10:41:43.000Z,,,22192074@N05,Plutonian Mac,True,MICR7346,https://live.staticflickr.com/65535/49003854051_1090b93fa0_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
106,2019-08-07T06:09:11.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim_Moment(4),https://live.staticflickr.com/65535/49004050012_6a38d562ac_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
107,2019-08-07T06:09:11.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim_Moment(5),https://live.staticflickr.com/65535/49003845476_5ca25ae257_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
108,2019-08-07T06:09:11.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim_Moment,https://live.staticflickr.com/65535/49003845371_2b6bdd23e7_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
109,2019-10-30T11:10:17.000Z,,,56396948@N08,scubasensations,True,whale-shark-feeding-bahia-de-los-angeles-mexico-dive-trip,https://live.staticflickr.com/65535/48986591652_aaf8dc60e5_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
110,2019-10-30T11:10:16.000Z,,,56396948@N08,scubasensations,True,bahia-de-los-angeles-whale-shark-snorkel-sea-of-cortez,https://live.staticflickr.com/65535/48986394951_857b6eb125_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
111,2019-11-03T09:32:02.000Z,,,48023798@N06,GFinley,True,A whale shark just below the ocean surface,https://live.staticflickr.com/65535/49093367441_9c89282f71_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
112,2019-08-07T09:35:42.000Z,,,22192074@N05,Plutonian Mac,True,MICR7274,https://live.staticflickr.com/65535/49003312978_3bd6b56b7a_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
113,2019-08-07T09:35:55.000Z,,,22192074@N05,Plutonian Mac,True,MICR7276,https://live.staticflickr.com/65535/49003312843_17f95809e3_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
114,2019-08-07T09:36:04.000Z,,,22192074@N05,Plutonian Mac,True,MICR7278,https://live.staticflickr.com/65535/49003312733_ed8318cbfb_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
115,2019-11-02T18:35:12.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim,https://live.staticflickr.com/31337/49004051002_823baaa6f5_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
116,2019-08-07T09:35:00.000Z,,,22192074@N05,Plutonian Mac,True,MICR7267,https://live.staticflickr.com/65535/49003313628_61e6743034_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
117,2019-08-07T09:35:36.000Z,,,22192074@N05,Plutonian Mac,True,MICR7273,https://live.staticflickr.com/65535/49003313033_c1f36e0e2c_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
118,2019-08-07T10:08:12.000Z,,,22192074@N05,Plutonian Mac,True,MICR7310,https://live.staticflickr.com/65535/49004060907_634fecf123_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
119,2019-08-07T06:38:46.000Z,,,22192074@N05,Plutonian Mac,True,MICR7339_Moment,https://live.staticflickr.com/65535/49003854521_eb50b9aa69_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
120,2019-08-07T10:38:59.000Z,,,22192074@N05,Plutonian Mac,True,MICR7342,https://live.staticflickr.com/65535/49003309213_610c19da76_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
121,2019-08-07T06:09:11.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim_Moment(2),https://live.staticflickr.com/65535/49003300773_2bc5c58ddd_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
122,2019-08-07T06:09:11.000Z,,,22192074@N05,Plutonian Mac,True,MICR7313_Trim_Moment(3),https://live.staticflickr.com/65535/49004050112_59df33b111_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
123,2019-10-30T11:10:14.000Z,,,56396948@N08,scubasensations,True,caitlin-moroney-swimming-with-whale-sharks-scuba-sensations-dive-trip,https://live.staticflickr.com/65535/48986394841_ef7b71618a_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
124,2019-08-07T10:08:18.000Z,,,22192074@N05,Plutonian Mac,True,MICR7311_Moment(2),https://live.staticflickr.com/65535/49004060762_05b36fdeef_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
125,2019-08-07T10:10:52.000Z,,,22192074@N05,Plutonian Mac,True,MICR7316,https://live.staticflickr.com/65535/49003311018_d63e441feb_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
126,2019-08-07T10:36:50.000Z,,,22192074@N05,Plutonian Mac,True,MICR7332,https://live.staticflickr.com/65535/49003855006_992785cbdd_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
127,2019-08-07T10:39:02.000Z,,,22192074@N05,Plutonian Mac,True,MICR7343,https://live.staticflickr.com/65535/49004058707_3d37362ea5_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
128,2019-08-07T06:38:46.000Z,,,22192074@N05,Plutonian Mac,True,MICR7339_Moment(2),https://live.staticflickr.com/65535/49003837731_71a9ca66ed_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
129,2019-08-07T06:38:46.000Z,,,22192074@N05,Plutonian Mac,True,MICR7339_Moment(4),https://live.staticflickr.com/65535/49004041992_4de0f913c0_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
130,2019-11-02T18:35:12.000Z,,,22192074@N05,Plutonian Mac,True,MICR7339,https://live.staticflickr.com/31337/49003839656_41c751ee3d_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
131,2019-11-02T18:35:12.000Z,,,22192074@N05,Plutonian Mac,True,MICR7335,https://live.staticflickr.com/31337/49004045057_579a6e779f_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
132,2019-08-07T09:36:43.000Z,,,22192074@N05,Plutonian Mac,True,MICR7281,https://live.staticflickr.com/65535/49003857921_64424938fe_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
133,2019-08-07T10:08:18.000Z,,,22192074@N05,Plutonian Mac,True,MICR7311_Moment,https://live.staticflickr.com/65535/49004060657_ffb0671727_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
134,2019-08-07T10:10:55.000Z,,,22192074@N05,Plutonian Mac,True,MICR7317,https://live.staticflickr.com/65535/49004060587_dfa35480c3_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
135,2019-08-07T10:36:59.000Z,,,22192074@N05,Plutonian Mac,True,MICR7334,https://live.staticflickr.com/65535/49004059322_87cf1780b1_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
136,2019-08-07T06:38:46.000Z,,,22192074@N05,Plutonian Mac,True,MICR7339_Moment(3),https://live.staticflickr.com/65535/49004042052_3686af8ddf_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
137,2019-10-30T11:10:07.000Z,,,56396948@N08,scubasensations,True,skinny-whale-shark-rocio-del-mar-liveabaord-bahia-de-los-angeles,https://live.staticflickr.com/65535/48985832603_5e9f1257e7_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
138,2019-10-04T11:43:43.000Z,,,151027435@N03,gstuewer,True,whale shark 1,https://live.staticflickr.com/65535/48964520047_993a3da686_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
139,2019-10-04T12:00:52.000Z,,,151027435@N03,gstuewer,True,whale shark 3,https://live.staticflickr.com/65535/48964518257_e7c4099a82_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
140,2019-10-26T10:37:25.000Z,,,142995985@N03,NATHALASSA,True,N_20191016_112.jpg,https://live.staticflickr.com/65535/48963541516_44827c0f43_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
141,2019-09-26T11:53:00.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (6),https://live.staticflickr.com/65535/48844029753_623e375e9d_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
142,2019-09-26T11:53:03.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (7),https://live.staticflickr.com/65535/48844399436_fe7a975dbc_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
143,2019-09-26T11:24:32.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (2),https://live.staticflickr.com/65535/48844030268_b2473dcf09_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
144,2019-09-26T11:26:07.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (3),https://live.staticflickr.com/65535/48844399926_1e7f955d16_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
145,2019-09-26T11:53:05.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (8),https://live.staticflickr.com/65535/48844580777_3dbec28768_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
146,2019-09-26T11:29:11.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (4),https://live.staticflickr.com/65535/48844029948_903953dcff_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
147,2019-09-24T19:39:00.000Z,,,154353211@N05,mjbcollector,True,No Number,https://live.staticflickr.com/65535/48791322686_71f5f362a8_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
148,2019-09-06T01:05:29.000Z,,,183428540@N04,watson.alana,True,Whale Shark Swim @ Exmouth,https://live.staticflickr.com/65535/48812219468_a05a4d2575_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
149,2019-09-06T01:05:02.000Z,,,183428540@N04,watson.alana,True,Whale Shark Swim @ Exmouth,https://live.staticflickr.com/65535/48812219483_a73c64baf6_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
150,2019-10-04T11:48:07.000Z,,,151027435@N03,gstuewer,True,whale shark 2,https://live.staticflickr.com/65535/48964339331_a7de0432bf_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
151,2019-11-02T19:57:17.000Z,,,142995985@N03,NATHALASSA,True,N_20191016_018.jpg,https://live.staticflickr.com/65535/48963718607_c1952743f8_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
152,2019-09-26T11:54:11.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (1),https://live.staticflickr.com/65535/48844581857_f2e3eda5b4_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
153,2019-09-26T11:51:59.000Z,,,142296272@N05,sarah.handebeaux,True,1. Whale Sharks (5),https://live.staticflickr.com/65535/48844581327_df2416ce73_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
154,2019-09-06T01:05:20.000Z,,,183428540@N04,watson.alana,True,Whale Shark Swim @ Exmouth,https://live.staticflickr.com/65535/48812570256_128465591c_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
155,2019-09-06T01:05:14.000Z,,,183428540@N04,watson.alana,True,Whale Shark Swim @ Exmouth,https://live.staticflickr.com/65535/48812219463_88e7c35027_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
156,2019-09-14T17:45:16.000Z,,,123833129@N07,danalemp121690,True,Whale sharks,https://live.staticflickr.com/65535/48754106503_1060ecea2d_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
157,2019-09-11T18:14:52.000Z,,,165175867@N06,hesamusicman,True,Subnautic Wonder 30/52,https://live.staticflickr.com/65535/48719693911_438294f327_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
158,2019-07-07T16:07:20.000Z,,,75521585@N02,brick911,True,Whale Shark,https://live.staticflickr.com/65535/48226105171_3210c813b4_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
159,2019-06-26T11:02:04.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132625582_83128c8c24_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
160,2019-06-26T11:02:02.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132625342_d2e61f7ec7_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
161,2019-06-26T11:01:00.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132527596_d2846d0835_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
162,2019-06-26T11:00:57.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132620242_2a1234042e_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
163,2019-06-26T11:00:36.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132525576_ee3987dfca_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
164,2019-06-26T11:00:28.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132524976_ccdb9a3846_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
165,2019-06-08T19:30:25.000Z,,,167572127@N06,lbaile200,True,Whale Shark,https://live.staticflickr.com/65535/48045217208_ae6b829b86_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
166,2019-09-14T17:44:19.000Z,,,123833129@N07,danalemp121690,True,Manta and whale shark,https://live.staticflickr.com/65535/48754623707_ee5a1a2902_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
167,2019-09-14T17:45:27.000Z,,,123833129@N07,danalemp121690,True,Whale shark,https://live.staticflickr.com/65535/48754426556_26b8e6c208_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
168,2019-09-16T17:31:29.000Z,,,154268873@N05,ysbxspdu23,True,1 Whale Shark,https://live.staticflickr.com/31337/48746750297_068ac7dde2_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
169,2019-09-08T01:59:43.000Z,,,144628872@N07,Out There Global,True,whale-shark-281498_1280,https://live.staticflickr.com/65535/48697530788_d220dfbb1f_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
170,2019-09-01T20:26:24.000Z,,,47727306@N03,Nuria Morató,True,Whale shark,https://live.staticflickr.com/65535/48660710137_23d530a842_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
171,2019-07-14T14:20:04.000Z,,,110447988@N08,sue.powellxx,True,Whale Shark,https://live.staticflickr.com/65535/48474189612_c1dacf5ca7_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
172,2019-08-04T14:58:19.000Z,,,7696663@N02,chicadecasa,True,Whale shark at the aquarium 💙,https://live.staticflickr.com/65535/48468193052_c7e4dcd118_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
173,2019-07-04T03:01:20.000Z,,,100074562@N05,Leepack,True,Whale Shark (Rhincodon typus),https://live.staticflickr.com/65535/48451048457_3c315a42dc_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
174,2019-07-03T19:17:32.000Z,,,23059854@N00,jingbar,True,9 m Whale Shark,https://live.staticflickr.com/65535/48437950272_8b2991da23_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
175,2019-07-21T08:16:44.000Z,,,61606373@N02,Nukemute,True,Whale Shark,https://live.staticflickr.com/65535/48376403112_d477bfdb2a_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
176,2019-07-01T10:36:35.000Z,,,75521585@N02,brick911,True,Whale Shark voucher,https://live.staticflickr.com/65535/48309533647_1643785d9f_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
177,2019-07-01T10:36:37.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (3),https://live.staticflickr.com/65535/48309533352_35f512f354_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
178,2019-07-01T10:36:50.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (5),https://live.staticflickr.com/65535/48309533127_6bcf8b6750_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
179,2019-07-01T10:37:18.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (7),https://live.staticflickr.com/65535/48309532952_9a762be42b_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
180,2019-07-12T08:09:56.000Z,,,75521585@N02,brick911,True,Whale Shark Video (3),https://live.staticflickr.com/31337/48265762662_aca1d337eb_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
181,2019-06-26T11:00:35.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132618312_577e823c39_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
182,2019-06-26T11:00:19.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132555703_00535ff8b1_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
183,2019-09-14T17:44:57.000Z,,,123833129@N07,danalemp121690,True,Whale shark,https://live.staticflickr.com/65535/48754107703_59e21f3b9a_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
184,2019-09-14T17:45:14.000Z,,,123833129@N07,danalemp121690,True,Whale sharks,https://live.staticflickr.com/65535/48754427601_f6b3e7297d_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
185,2019-09-14T17:49:30.000Z,,,123833129@N07,danalemp121690,True,"Whale shark, Ocean Voyager, Georgia Aquarium",https://live.staticflickr.com/65535/48754103468_ef3c4cc1f4_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
186,2019-08-04T15:00:48.000Z,,,7696663@N02,chicadecasa,True,Whale sharks at the aquarium 💙,https://live.staticflickr.com/65535/48468062211_fdb0b0faf0_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
187,2019-08-04T14:49:38.000Z,,,7696663@N02,chicadecasa,True,Whale shark at the aquarium 💙,https://live.staticflickr.com/65535/48468192782_4e779f183d_b.jpg,FALSE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
188,2019-07-01T10:37:24.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (8),https://live.staticflickr.com/65535/48309420941_d88eea2542_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
189,2019-07-01T10:37:33.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (9),https://live.staticflickr.com/65535/48309420861_04a505b933_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
190,2019-06-26T11:00:59.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132527521_6e3992e1b7_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
191,2019-06-26T11:00:53.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132619852_a46702e7e1_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
192,2019-06-26T11:00:27.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132556433_a168cb6779_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
193,2019-06-26T11:00:23.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132556053_fb8a519396_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
194,2019-06-26T11:00:22.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132617057_4a7bed43cf_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
195,2019-06-26T11:00:21.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132555903_71ca83cde4_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
196,2019-09-14T17:44:26.000Z,,,123833129@N07,danalemp121690,True,Manta ray and whale shark,https://live.staticflickr.com/65535/48754623302_1ddf568929_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
197,2019-09-14T17:44:45.000Z,,,123833129@N07,danalemp121690,True,Whale shark,https://live.staticflickr.com/65535/48754428626_28349d9772_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
198,2019-09-16T17:31:30.000Z,,,154268873@N05,ysbxspdu23,True,3 Whale Shark,https://live.staticflickr.com/31337/48746758657_5c34e7b2f5_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
199,2019-07-14T14:12:12.000Z,,,110447988@N08,sue.powellxx,True,Whale Shark with 7 Ramoras,https://live.staticflickr.com/65535/48474191142_18df0a0f3c_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
200,2019-07-21T10:42:10.000Z,,,61606373@N02,Nukemute,True,Whale Shark,https://live.staticflickr.com/65535/48376397227_636cd16a84_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
201,2019-07-01T10:36:40.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (4),https://live.staticflickr.com/65535/48309533252_e98d2440ac_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
202,2019-07-01T10:37:17.000Z,,,75521585@N02,brick911,True,Whale Shark vouchers (6),https://live.staticflickr.com/65535/48309533042_ba41ea7809_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
203,2019-07-12T08:09:56.000Z,,,75521585@N02,brick911,True,Whale Shark Video (4),https://live.staticflickr.com/31337/48265684801_993ac1da3c_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
204,2019-06-26T11:01:56.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132624877_b1367d78aa_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
205,2019-06-26T11:00:33.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132525381_4361102d62_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
206,2019-06-26T11:00:30.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132556698_a3b8725997_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
207,2019-06-26T11:00:29.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132525051_d60ecac780_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
208,2019-06-26T11:00:24.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132617287_61cd7dd597_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
209,2019-06-26T11:00:23.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132617202_4cc3854788_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
210,2019-06-26T11:00:17.000Z,,,61638823@N03,Wildquest Bimini,True,Manifesting Magic,https://live.staticflickr.com/65535/48132523931_0f38e8f6f9_b.jpg,TRUE,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific']
211,2021-04-29T05:07:33.000Z,,,189257187@N03,Baja Whale Shark,True,Whale Sharks La Paz,https://live.staticflickr.com/65535/51146965484_294e894b67_b.jpg,true,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
212,2021-04-29T05:06:29.000Z,,,189257187@N03,Baja Whale Shark,True,Whale Shark La Paz,https://live.staticflickr.com/65535/51145503632_5ddb822279_b.jpg,true,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
213,2021-04-29T05:04:53.000Z,,,189257187@N03,Baja Whale Shark,True,Swimming with Whale Sharks,https://live.staticflickr.com/65535/51146402898_e633dae499_b.jpg,true,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
214,2021-03-14T20:44:32.000Z,,,146194668@N05,danbridgforth,True,whale shark and pilot fish,https://live.staticflickr.com/65535/51135598897_36895c3c81_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
215,2021-03-14T20:39:30.000Z,,,146194668@N05,danbridgforth,True,Whale Shark,https://live.staticflickr.com/65535/51136265561_240b12fa43_b.jpg,unknown,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
216,2021-03-14T20:35:02.000Z,,,146194668@N05,danbridgforth,True,Whale Shark in Tank,https://live.staticflickr.com/65535/51137373815_7604ba762e_b.jpg,false,,,,,,POINT (nan nan),"(nan, nan)",399,['whale shark specific multilingual']
